chapter,dialogue,speaker,receiver
3,Not the Inskipp that—,James diGriz,Inskipp
3,The same. Inskipp the Uncatchable. The man who looted the Pharsydion II in mid-flight and pulled all those other deals I'm sure you read about in your misspent youth. I was recruited just the way you were.,Inskipp,James diGriz
3,"And who do you think the rest of our agents are? I don't mean the bright-eyed grads of our technical schools, like the ones on my squad downstairs. I mean the full agents. The men who plan the operations, do the preliminary fieldwork and see that everything comes off smoothly. They're crooks. All crooks. The better they were on their own, the better a job they do for the Corps. It's a great, big, brawling universe and you would be surprised at some of the problems that come up. The only men we can recruit to do the job are the ones who have already succeeded at it.",Inskipp,James diGriz
3,Are you on?,Inskipp,James diGriz
4,"You should have more brains than that, diGriz,",Inskipp,James diGriz
4,Creeping into my room at night! You could have been shot.,Inskipp,James diGriz
4,"No I couldn't,",James diGriz,Inskipp
4,A man with a curiosity bump as big as yours will always talk first and shoot later. And besides—none of this pussyfooting around in the dark would be necessary if your screen was open and I could have got a call through.,James diGriz,Inskipp
4,"Just because I head the Special Corps, doesn't mean that I am the Special Corps,",Inskipp,James diGriz
4,"I have to sleep sometime. My screen is open only for emergency calls, not for every agent who needs his hand held.",Inskipp,James diGriz
4,Meaning I am in the hand-holding category?,James diGriz,Inskipp
4,"Put yourself in any category you damn well please,",Inskipp,James diGriz
4,And also put yourself out into the hall and see me tomorrow during working hours.,Inskipp,James diGriz
4,Do you know what this is?,James diGriz,Inskipp
4,"Big warship of some kind, looks like Empire lines. Now for the last time—go away!",Inskipp,James diGriz
4,"A very good guess for this late at night,",James diGriz,Inskipp
4,It is a late Empire battleship of the Warlord class. Undoubtedly one of the most truly efficient engines of destruction ever manufactured. Over a half mile of defensive screens and armament that could probably turn any fleet existent today into fine radioactive ash—,James diGriz,Inskipp
4,"Except for the fact that the last one was broken up for scrap over a thousand years ago,",Inskipp,James diGriz
4,"True, true,",James diGriz,Inskipp
4,But wouldn't you be just a little bit interested if I was to tell you that one is being built today?,James diGriz,Inskipp
4,"Talk, blast you diGriz—talk!",Inskipp,James diGriz
4,What is this nonsense about a battleship? Who's building it?,Inskipp,James diGriz
4,"Put diGriz in charge of the record room for a while, you said, that way he can learn the ropes. Burrowing around in century-old, dusty files will be just the thing for a free spirit like Slippery Jim diGriz. Teach him discipline. Show him what the Corps stands for. At the same time it will get the records in shape. They have been needing reorganization for quite a while.",James diGriz,Inskipp
4,"So you thought you had me safely out of the way. Breaking my spirit under the guise of 'giving me a little background in the Corps' activities.' In this sense your plan failed. Something else happened instead. I nosed through the files and found them most interesting. Particularly the C & M setup—the Categorizer and Memory. That building full of machinery that takes in and digests news and reports from all the planets in the galaxy, indexes it to every category it can possibly relate, then files it. Great machine to work with. I had it digging out spaceship info for me, something I have always been interested in—",James diGriz,Inskipp
4,"You should be,",Inskipp,James diGriz
4,You've stolen enough of them in your time.,Inskipp,James diGriz
4,"I won't bore you with all the details, since you seem impatient, but eventually I turned up this plan.",James diGriz,Inskipp
4,What are you getting at?,Inskipp,James diGriz
4,This is an ordinary heavy-cargo and passenger job. It's no more a Warlord battleship than I am.,Inskipp,James diGriz
4,"Of course. You don't expect them to file warship plans with the League Registry, do you? But, as I said, I know more than a little bit about ships. It seemed to me this thing was just too big for the use intended. Enough old ships are fuel-wasters, you don't have to build new ones to do that. This started me thinking and I punched for a complete list of ships that size that had been constructed in the past. You can imagine my surprise when, after three minutes of groaning, the C & M only produced six. One was built for self-sustaining colony attempt at the second galaxy. For all we know she is still on the way. The other five were all D-class colonizers, built during the Expansion when large populations were moved. Too big to be practical now.",James diGriz,Inskipp
4,"I was still teased, as I had no idea what a ship this large could be used for. So I removed the time interlock on the C & M and let it pick around through the entire history of space to see if it could find a comparison. It sure did. Right at the Golden Age of Empire expansion, the giant Warlord battleship. The machine even found a blueprint for me.",James diGriz,Inskipp
4,"Notice—if the engine room specs are changed slightly to include this cargo hold, there is plenty of room for the brutes needed. This superstructure—obviously just tacked onto the plans—gets thrown away, and turrets take its place. The hulls are identical. A change here, a shift there, and the stodgy freighter becomes the fast battle-wagon. These changes could be made during construction, then plans filed. By the time anyone in the League found out what was being built the ship would be finished and launched. Of course, this could all be coincidence—the plans of a newly built ship agreeing to six places with those of a ship built a thousand years ago. But if you think so, I will give you hundred-to-one odds you are wrong, any size bet you name.",James diGriz,Inskipp
4,And the name of the peace-loving planet that is building this bad-memory from the past?,Inskipp,James diGriz
4,Cittanuvo. Second planet of a B star in Corona Borealis. No other colonized planets in the system.,James diGriz,Inskipp
4,"Never heard of it,",Inskipp,James diGriz
4,Which may be a good or a bad sign. Wouldn't be the first time trouble came from some out-of-the-way spot I never even knew existed.,Inskipp,James diGriz
4,"The more I look at this thing,",Inskipp,James diGriz
4,"the fishier it gets. This planet seems to have no possible motive or use for a battleship. But they are building one—that I will swear on a stack of one thousand credit notes as high as this building. Yet what will they do with it when they have it built? They have an expanding culture, no unemployment, a surplus of heavy metals and ready markets for all they produce. No hereditary enemies, feuds or the like. If it wasn't for this battleship thing, I would call them an ideal League planet. I have to know more about them.",Inskipp,James diGriz
4,"I've already called the spaceport—in your name of course,",James diGriz,Inskipp
4,Ordered a fast courier ship. I'll leave within the hour.,James diGriz,Inskipp
4,"Aren't you getting a little ahead of yourself, diGriz,",Inskipp,James diGriz
4,I still give the orders and I'll tell you when you're ready for an independent command.,Inskipp,James diGriz
4,"Just trying to help, chief, get things ready in case you wanted more info. And this isn't really an operation, just a reconnaissance. I can do that as well as any of the experienced operators. And it may give me the experience I need, so that some day, I, too, will be qualified to join the ranks....",James diGriz,Inskipp
4,"All right,",Inskipp,James diGriz
4,Stop shoveling it on while I can still breathe. Get out there. Find out what is happening. Then get back. Nothing else—and that's an order.,Inskipp,James diGriz
5,"Beautiful planet you have here. Delightful climate! Ideal spot for a country home. Friendly people, always willing to help strangers and all that I imagine. That's what I like. Makes me feel grateful. Very pleased to meet you. I am the Grand Duke Sant' Angelo.",James diGriz,Customs Official
5,"Now,",James diGriz,Customs Official
5,"I wonder if you would ask the customs agents to look at my bags here. Don't want to waste time, do we? The ship is open, they can check that whenever they please.",James diGriz,Customs Official
5,All rooms checked. Results negative except for one optic bug in that wall.,Corps Robot,James diGriz
5,Should you be pointing like that?,James diGriz,Corps Robot
5,"Might make people suspicious, you know.",James diGriz,Corps Robot
5,"Impossible,",Corps Robot,James diGriz
5,I brushed against it and it is now unserviceable.,Corps Robot,James diGriz
5,"You there, short and chunky,",James diGriz,Corps Robot
5,"Do you have any concealed compartments or drawers built into your steel hide? If so, let's see.",James diGriz,Corps Robot
5,"Come over here and sit down, quick!",James diGriz,President Ferraro
5,"I am Admiral Thar, League Grand Fleet. These are my credentials. You had better check them.",James diGriz,President Ferraro
5,What do you mean by entering my private quarters and burglaring—,President Ferraro,James diGriz
5,"You're in very bad trouble,",James diGriz,President Ferraro
5,"I am arresting you for conspiracy, extortion, theft, and whatever other charges develop after a careful review of these documents. Seize him.",James diGriz,President Ferraro
5,"I am arresting you for conspiracy, extortion, theft, and whatever other charges develop after a careful review of these documents. Seize him.",James diGriz,Corps Robot
5,"I can explain,",President Ferraro,James diGriz
5,"Everything can be explained. There is no need to make such charges. I don't know what papers you have there, so I wouldn't attempt to say they are all forgeries. I have many enemies you know. If the League knew the difficulties faced on a backward planet like this....",President Ferraro,James diGriz
5,"That will be entirely enough,",James diGriz,President Ferraro
5,All those questions will be answered by a court at the proper time. There is only one question I want an answer to now. Why are you building that battleship?,James diGriz,President Ferraro
5,What battleship?,President Ferraro,James diGriz
5,The Warlord class battleship that is being built at the Cenerentola Spaceyards. Disguised behind these blueprints.,James diGriz,President Ferraro
5,"Those are your initials there, authorizing construction.",James diGriz,President Ferraro
5,"I know nothing about any battleship. These are the plans for a new cargo liner. Those are my initials, I recall putting them there.",President Ferraro,James diGriz
5,You deny any knowledge of the Warlord battleship that is being built from these modified plans.,James diGriz,President Ferraro
5,"These are the plans for an ordinary passenger-freighter, that is all I know.",President Ferraro,James diGriz
5,"Wouldn't you be interested in knowing something about that robot who is holding you,",James diGriz,President Ferraro
5,"That is no ordinary robot. It has a number of interesting devices built into its fingertips. Thermocouples, galvanometers, things like that. While you talked it registered your skin temperature, blood pressure, amount of perspiration and such. In other words it is an efficient and fast working lie detector. We will now hear all about your lies.",James diGriz,President Ferraro
5,"Report,",James diGriz,Corps Robot
5,Has this man told any lies?,James diGriz,Corps Robot
5,"Many,",Corps Robot,James diGriz
5,Exactly seventy-four per cent of all statements he made were false.,Corps Robot,James diGriz
5,"Very good,",James diGriz,Corps Robot
5,That means he knows all about this battleship.,James diGriz,Corps Robot
5,"The subject has no knowledge of the battleship,",Corps Robot,James diGriz
5,All of his statements concerning the construction of this ship were true.,Corps Robot,James diGriz
5,Rocca!,James diGriz,Rocca
5,"Look at these plans, at this space-going front porch here. Is it still being built onto the ship?",James diGriz,Rocca
5,"No, the plans were changed. We had to fit in some kind of new meteor-repelling gear for operating in the planetary debris belt.",Rocca,James diGriz
5,Does your new gear look anything like this?,James diGriz,Rocca
5,"Well,",Rocca,James diGriz
5,"I don't want to say for certain. After all, these details aren't in my department, I'm just responsible for final assembly, not unit work. But this surely looks like the thing they installed. Big thing. Lots of power leads—",Rocca,James diGriz
5,Installed!,James diGriz,Rocca
5,Did you say installed?,James diGriz,Rocca
5,Yes—,Rocca,James diGriz
5,not too long ago. I remember there was some trouble....,Rocca,James diGriz
5,And what else?,James diGriz,Rocca
5,"The drives, controls—are they in, too?",James diGriz,Rocca
5,"Why, yes,",Rocca,James diGriz
5,"How did you know? The normal scheduling was changed around, causing a great deal of unnecessary trouble.",Rocca,James diGriz
5,Cars! Guns!,James diGriz,President Ferraro
5,"To the spaceyard. If that ship is anywhere near completion, we are in big, big trouble!",James diGriz,President Ferraro
5,Cars! Guns!,James diGriz,Rocca
5,"To the spaceyard. If that ship is anywhere near completion, we are in big, big trouble!",James diGriz,Rocca
5,Rocca!,James diGriz,Rocca
5,Get into the car. I want to see your records—all of your records—and I want to see them right now.,James diGriz,Rocca
5,But admiral ... the hour! Everyone will be asleep....,Rocca,James diGriz
5,"You've found them, the criminal ring?",President Ferraro,James diGriz
5,"I have found them, yes,",James diGriz,President Ferraro
5,"But not a criminal ring. An inspired master criminal—who apparently has more executive ability in one ear lobe than all your bribe-bloated bureaucrats—and his female assistant. They pulled the entire job by themselves. His name, or undoubtedly pseudoname, is Pepe Nero. The girl is called Angelina....",James diGriz,President Ferraro
5,Arrest them at once! Guards ... guards—,President Ferraro,James diGriz
5,"That is just what we intend to do, but it's a little difficult at the moment since they are the ones who not only built the battleship, but undoubtedly stole it as well. It was fully automated so no crew is necessary.",James diGriz,President Ferraro
5,What do you plan to do?,Clerk,James diGriz
5,"I shall do nothing,",James diGriz,Clerk
5,The League fleet is already closing in on the renegades and you will be informed of the capture. Thank you for your assistance.,James diGriz,Clerk
6,"League Central 14—rush,",James diGriz,Psiman
6,"... xybb dfil fdno, and if you don't—don't come back!",Psiman,James diGriz
6,"Great, great—but why a battleship?",James diGriz,
6,"Get the Communications Officer in here at once,",James diGriz,
6,Also a couple of clerks with transcribers. And fast—this is a matter of life or death!,James diGriz,
6,What in the devil does this nonsense mean?,Captain Steng,James diGriz
6,"Billionaire to found own world ... space yacht filled with luxuries to last a hundred years,",Captain Steng,James diGriz
6,What connection does this tripe have with catching those murderers?,Captain Steng,James diGriz
6,"This tripe and nonsense,",James diGriz,Captain Steng
6,is the bait that will snag our fish. A trap for Pepe and his partner in crime.,James diGriz,Captain Steng
6,Who is this mysterious billionaire?,Captain Steng,James diGriz
6,"Me,",James diGriz,Captain Steng
6,I've always wanted to be rich.,James diGriz,Captain Steng
6,"But this ship, the space yacht, where is it?",Captain Steng,James diGriz
6,"Being built now in the naval shipyard at Udrydde. We're almost ready to go there now, soon as this batch of instructions goes out.",James diGriz,Captain Steng
6,"It doesn't make sense,",Captain Steng,James diGriz
6,How can you be sure this killer will ever read one of these things. And if he does—why should he be interested? It looks to me as if you are wasting time while he slips through your fingers. The alarm should be out and every ship notified. The Navy alerted and patrols set on all spacelanes—,Captain Steng,James diGriz
6,"Which he could easily avoid by going around, or better yet not even bother about, since he can lick any ship we have. That's not the answer,",James diGriz,Captain Steng
6,This Pepe is smart and as tricky as a fixed gambling machine. That's his strength—and his weakness as well. Characters like that never think it possible for someone else to outthink them. Which is what I'm going to do.,James diGriz,Captain Steng
6,"Modest, aren't you,",Captain Steng,James diGriz
6,"I try not to be,",James diGriz,Captain Steng
6,"False modesty is the refuge of the incompetent. I'm going to catch this thug and I'll tell you how I'll do it. He's going to hit again soon, and wherever he hits there will be some kind of a periodical with my plant in it. Whatever else he is after, he is going to take all of the magazines and papers he can find. Partly to satisfy his own ego, but mostly to keep track of the things he is interested in. Such as ship sailings.",James diGriz,Captain Steng
6,You're just guessing—you don't know all this.,Captain Steng,James diGriz
6,"Yes, I'm guessing—an informed guess—but I do know some facts as well. Ogget's Dream was cleaned out of all reading matter, that was one of the first things I checked. We can't stop the battleship from attacking again, but we can see to it that the time after that she sails into a trap.",James diGriz,Captain Steng
6,"I don't know,",Captain Steng,James diGriz
6,it sounds to me like....,Captain Steng,James diGriz
6,"They hit again, knocked out a Navy supply satellite, thirty-four men dead.",Psiman,James diGriz
6,"If your plan doesn't work, admiral,",Captain Steng,James diGriz
6,I'll personally see that you're flayed alive!,Captain Steng,James diGriz
6,"If my plan doesn't work, captain—there won't be enough of my skin left to pick up with a tweezer. Now if you please, I'd like to get to Udrydde and board my ship as soon as possible.",James diGriz,Captain Steng
6,"Belay that last command,",James diGriz,Psiman
6,Get a call through first and find out if any of our plants were picked up during the raid.,James diGriz,Psiman
6,"Affirmative,",Psiman,James diGriz
6,"A store ship docked there twenty hours before the attack. Among other things, it left newspapers containing the article.",Psiman,James diGriz
6,"Very good,",James diGriz,Psiman
6,"Send a general order to suspend all future activity with the planted releases. Send it by psimen only, no mention on any other Naval signaling equipment, there's a good chance now it might be 'overheard.'",James diGriz,Psiman
6,"Hold on there, sailor,",James diGriz,
6,Nothing has changed. It's still the best and only plan possible under the circumstances.,James diGriz,
7,"... That you are under the guns of a warship! Don't attempt to run, signal, take evasive action, or in any other way....",Pepe,James diGriz
7,Who are you—and what the devil do you want?,James diGriz,Pepe
7,"It doesn't matter who we are,",Pepe,James diGriz
7,"Just obey orders if you care to live. Stay away from the controls until we have tied on, then do exactly as I say.",Pepe,James diGriz
7,"Now let me tell you something,",James diGriz,Pepe
7,First I'll repeat your own warning—obey orders if you want to live. I'll show you why—,James diGriz,Pepe
7,"That's the ship's generators you're looking at,",James diGriz,Pepe
7,Ninety-eight per cent of their output is now feeding into coils that make an electromagnet of this ship's hull. You will find it very hard to separate us. And I would advise you not to try.,James diGriz,Pepe
7,"You are now looking at a hydrogen bomb that is primed and aware of the magnetic field holding our ships together. It will, of course, go off if you try to pull away.",James diGriz,Pepe
7,"This is a different bomb now,",James diGriz,Pepe
7,"This one has receptors on the hull. If you attempt to destroy any part of this ship, or even gain entry to it, this one will detonate.",James diGriz,Pepe
7,What do you want?,Pepe,James diGriz
7,"I want to talk to you, arrange a deal. Something that would be profitable for both of us. But let me first show you the rest of the bombs, so you won't get any strange ideas about co-operating.",James diGriz,Pepe
7,"Yeah, yeah ... I take your word for it, you're a flying bomb. So stop with this roving reporter bit and tell me what you have in mind.",Pepe,James diGriz
7,"The game's over,",James diGriz,Pepe
7,"The game's over,",James diGriz,Angelina
7,Stand up slowly and keep your hands in sight.,James diGriz,Pepe
7,Stand up slowly and keep your hands in sight.,James diGriz,Angelina
7,"What do you mean,",Pepe,James diGriz
7,He's here!,Angelina,Pepe
7,"You're under arrest, crime-king,",James diGriz,Pepe
7,And your girl friend.,James diGriz,Pepe
7,What ... what will happen now?,Pepe,James diGriz
7,Will they do anything to me?,Angelina,James diGriz
7,I have no idea of what will happen to you.,James diGriz,Angelina
7,That is up to the courts to decide.,James diGriz,Angelina
7,"But he made me do all those things,",Angelina,James diGriz
7,"Sit up, Pepe. I find it very hard to believe that you are crying. There are some Naval ships on the way now, the automatic alarm was triggered about a minute ago. I'm sure they'll be glad to see the man who....",James diGriz,Pepe
7,"Don't let them take me, please!",Angelina,James diGriz
7,"They'll put me in prison, do things to my mind!",Angelina,James diGriz
7,"There's nothing I can do,",James diGriz,Angelina
7,"Don't try to run,",James diGriz,Angelina
7,it can't do any good!,James diGriz,Angelina
7,"So she caught you, too, Mr. Wise-cop, poor little Angelina with the soft eyes.",Pepe,James diGriz
7,"What do you mean,",James diGriz,Pepe
7,"Don't you catch yet? The story she told you was true—except she twisted it around a bit. The whole plan, building the battleship, then stealing it, was hers. She pulled me into it, played me like an accordion. I fell in love with her, hating myself and happy at the same time. Well—I'm glad now it's over. At least I gave her a chance to get away, I owe her that much. Though I thought I would explode when she went into that innocence act!",Pepe,James diGriz
7,"You're lying,",James diGriz,Pepe
7,Sorry. That's the way it is. Your brain-boys will pick my skull to pieces and find out the truth anyway. There's no point in lying now.,Pepe,James diGriz
7,"We'll search the ship, she can't hide for long.",James diGriz,Pepe
7,"She won't have to,",Pepe,James diGriz
7,"There's a fast scout we picked up, stowed in one of the holds. That must be it leaving now.",Pepe,James diGriz
7,"The Navy will get her,",James diGriz,Pepe
7,"Maybe,",Pepe,James diGriz
7,"Maybe they will. But I gave her her chance. It is all over for me now, but she knows that I loved her to the end.",Pepe,James diGriz
7,Not that she will care in the slightest.,Pepe,James diGriz
8,"You can't win them all,",James diGriz,Inskipp
8,"I brought home your battleship and Pepe—may his personality rest in peace now that it has been erased. Angelina tricked me and got away, I'll admit that. But she did a much better job of fooling the boys in the navy!",James diGriz,Inskipp
8,Why so much venom?,Inskipp,James diGriz
8,No one's accusing you of dereliction of duty. You sound like a man with a guilty conscience. You did a good job. A fine job. A great job ... for a first assignment....,Inskipp,James diGriz
8,You're doing it again!,James diGriz,Inskipp
8,Prodding my conscience to see how soft it is. Like keeping him around.,James diGriz,Inskipp
8,"The psychs are working on a new theory of body-personality,",Inskipp,James diGriz
8,so why not keep him around here under observation? If any of his criminal tendencies should develop in the new personality we'll be in a wonderful spot to recruit him for the Corps. Does he bother you?,Inskipp,James diGriz
8,"Not him,",James diGriz,Inskipp
8,After the massacres he pulled for his psychotic girlfriend you could grind him into hamburger for all I care. But he does remind me that she is still out there somewhere. Free and planning new mischief. I want to go after her.,James diGriz,Inskipp
8,"Well you're not,",Inskipp,James diGriz
8,You've asked me before and I have refused before. The topic is now closed.,Inskipp,James diGriz
8,But I could ...,James diGriz,Inskipp
8,You could what?,Inskipp,James diGriz
8,Every law officer in the galaxy has a pic of her and there is a continual search going on. How could you possibly do more than they are already doing?,Inskipp,James diGriz
8,"I couldn't, I guess,",James diGriz,Inskipp
8,"So the hell with it, as you say.",James diGriz,Inskipp
8,I'm going to get a large jug of liquid refreshment and go to my quarters and nurse my sorrows.,James diGriz,Inskipp
8,You do that. And forget Angelina. Come to my office at 0900 hours tomorrow and you better be sober.,Inskipp,James diGriz
8,"Slavedriver,",James diGriz,Inskipp
8,Is that my ship?,James diGriz,Ship Mechanic
8,"No, sir—it's for Full Agent Nielsen, there he is coming up now.",Ship Mechanic,James diGriz
8,"Check with control central, will you? It's going to be rush no matter how we handle it.",James diGriz,Ship Mechanic
8,"New job, Jimmy?",Nielsen,James diGriz
8,"Same old business,",James diGriz,Nielsen
8,And how's your tennis game coming?,James diGriz,Nielsen
8,"Getting better all the time,",Nielsen,James diGriz
8,"I'll teach you a new stroke,",James diGriz,Nielsen
8,"Inskipp,",James diGriz,
8,"Inskipp, I get your message. You thought you were giving me my discharge. Accept instead my resignation from the Special Corps.",James diGriz,
9,"Going to Freiburbad? Of course, where else is there to go? I'm going there myself. Got a boat. Old boat but a good boat. Beats walking....",Zug,James diGriz
9,"You're a criminal,",James diGriz,
9,"You hate the law and live happily without it. You are a law unto yourself, and the most honest man in the galaxy. You can't break any rules since you make them up yourself and change them whenever you see fit.",James diGriz,
9,Think dirty!,James diGriz,
9,"Change a League ten-star for gilden,",James diGriz,Bank Cashier
9,"Yessir,",Bank Cashier,James diGriz
9,"Howsabout buying a girl a drink,",Angelina,James diGriz
10,"Drink up, doll,",James diGriz,Angelina
10,Then we go up to your place. You got a place don't you?,James diGriz,Angelina
10,"I gotta place, you gotta League ten-spot in hard change?",Angelina,James diGriz
10,"Of course,",James diGriz,Angelina
10,You think I'm buying this bilge-juice on the arm?,James diGriz,Angelina
10,"I ain't no cafeteria pay-on-your-way-out,",Angelina,James diGriz
10,Pay now and then we go.,Angelina,James diGriz
10,What the hell is the racket?,James diGriz,Angelina
10,"I'm going to kill you without ever even knowing your name,",Angelina,James diGriz
10,But you have this coming for ruining my battleship operation.,Angelina,James diGriz
11,What happened?,Doctor Mcvbklz,James diGriz
11,I was going to ask you the same thing ...,James diGriz,Doctor Mcvbklz
11,Who shot you?,Doctor Mcvbklz,James diGriz
11,"Someone reported the shots and you'll be pleased to know we got there just in the old nick of time. You've lost a lot of blood—some of which I've replaced—have multiple fractures of the radius and ulna, an extensive bullet wound in your forearm, a further wound in your right temple, possible fracture of the skull, extremely probable fractures in your ribs and the possibility of internal injuries. Someone got a grudge against you? Who?",Doctor Mcvbklz,James diGriz
11,"Lie down,",Doctor Mcvbklz,James diGriz
11,I'll give you an injection that will knock you out for a week if you don't lie down!,Doctor Mcvbklz,James diGriz
11,"Here's a D.O.A., Svend,",Hospital Worker,Svend
11,"How tragic,",Sympathetic Hospital Worker,Wise and Cool Hospital Worker
11,he's still warm. Maybe we should put him on the table and get the revival team down.,Sympathetic Hospital Worker,Wise and Cool Hospital Worker
11,"Nah,",Wise and Cool Hospital Worker,Sympathetic Hospital Worker
11,They tried the works in the ambulance. Slide him in the box.,Wise and Cool Hospital Worker,Sympathetic Hospital Worker
12,"I have some business for you, Vulff,",James diGriz,Vulff Sifternitz
12,"Get the hell lost,",Vulff Sifternitz,James diGriz
12,"I don't do any medical work,",Vulff Sifternitz,James diGriz
12,"Not for police stoolies I don't, so get the hell lost.",Vulff Sifternitz,James diGriz
12,"Your conversation is both dull and repetitious,",James diGriz,Vulff Sifternitz
12,I am here to offer you a strictly legitimate business deal with value given for money received. The mere fact that it happens to be illegal should bother neither of us. Least of all you.,James diGriz,Vulff Sifternitz
12,According to information of great reliability you live here in unmarried bliss with a girl named Zina. What I have to say is not for her undoubtedly shell-like ears. Where is she?,James diGriz,Vulff Sifternitz
12,Out!,Vulff Sifternitz,James diGriz
12,"And you too, out!",Vulff Sifternitz,James diGriz
12,Would you like that?,James diGriz,Vulff Sifternitz
12,And that—and that—,James diGriz,Vulff Sifternitz
12,"Just one last problem,",James diGriz,Vulff Sifternitz
12,What about the worthy Zina—are you going to tell her about this?,James diGriz,Vulff Sifternitz
12,You crazy?,Vulff Sifternitz,James diGriz
12,"I suppose that means you won't tell her. Since only you and I are going to know about this operation, how are you going to explain your absence or where the money has come from?",James diGriz,Vulff Sifternitz
12,Explain? To her? She isn't going to see either me or the money once I leave here. Which will be no more than ten minutes from now.,Vulff Sifternitz,James diGriz
12,"I see,",James diGriz,Vulff Sifternitz
12,"Very good, very good indeed,",James diGriz,Vulff Sifternitz
12,"God, I could use a drink,",Vulff Sifternitz,James diGriz
12,Give me the balance of the money that's due and let's get out of here!,Vulff Sifternitz,James diGriz
12,"Patience, doctor,",James diGriz,Vulff Sifternitz
12,"Waste of time doing that,",James diGriz,Vulff Sifternitz
12,"I've taken the liberty of writing STOLEN on each bill, with ink that will fluoresce when the bank puts it under the ultraviolet.",James diGriz,Vulff Sifternitz
12,"What do you mean, stolen?",Vulff Sifternitz,James diGriz
12,"Well they were, you know. All of the money I paid you with was stolen.",James diGriz,Vulff Sifternitz
12,You shouldn't let it worry you. The other stuff was all in old bills. I've passed a lot of it without any trouble.,James diGriz,Vulff Sifternitz
12,But ... why?,Vulff Sifternitz,James diGriz
12,"Sensible question, doctor. I've sent the same amount—in untampered bills, of course—to your old friend Zina. I felt you owed her that much at least, after all she has done for you. Fair is fair you know.",James diGriz,Vulff Sifternitz
12,"An air cab will be here in a few minutes; we'll leave together. I regret to inform you that there won't be enough time after we arrive in Freiburbad for you to seek out Zina and thrash her as planned, and get the money back.",James diGriz,Vulff Sifternitz
12,"I've timed everything rather carefully from here on in. Today is a bit unusual in that there are two starships leaving the port within minutes of each other. I've booked a ticket on one for myself—here is your ticket on the other. I've paid in advance for it, though I don't expect you to thank me.",James diGriz,Vulff Sifternitz
12,The need for speed—if you will pardon the rhyme—is urgent. A few minutes after your ship leaves an envelope will be delivered to the police describing your part in this operation.,James diGriz,Vulff Sifternitz
12,"Crazy, crazy, that's her trouble, all the way around the bend and dotty as polka-dots!",James diGriz,
12,Just plain crazy. I would have to be crazy myself to figure out which way she will jump next.,James diGriz,
13,"Well it's not easy to deliberately go insane,",James diGriz,
13,"Here's looking at you,",James diGriz,
13,"You are better than everyone else and you know it, and people who don't know it had better watch out,",James diGriz,
13,"They are all fools and if you were in charge things would be different, and why aren't you in charge, it's easy enough.",James diGriz,
13,A wiseguy?,James diGriz,Bartender
13,A customer is in a hurry so that's your chance to shortchange him. This is two gilden short.,James diGriz,Bartender
