chapter,dialogue,speaker,receiver
1,"“What would you really choose as a profession, if you could just consult your inclination?”",Mary Cavendish,Arthur Hastings
1,"“Well, that depends.”",Arthur Hastings,Mary Cavendish
1,“No secret hobby?”,Mary Cavendish,Arthur Hastings
1,“Tell me—you’re drawn to something? Everyone is—usually something absurd.”,Mary Cavendish,Arthur Hastings
1,“You’ll laugh at me.”,Arthur Hastings,Mary Cavendish
1,“Perhaps.”,Mary Cavendish,Arthur Hastings
1,"“Well, I’ve always had a secret hankering to be a detective!”",Arthur Hastings,Mary Cavendish
1,“The real thing—Scotland Yard? Or Sherlock Holmes?”,Mary Cavendish,Arthur Hastings
1,"“Oh, Sherlock Holmes by all means. But really, seriously, I am awfully drawn to it. I came across a man in Belgium once, a very famous detective, and he quite inflamed me. He was a marvellous little fellow. He used to say that all good detective work was a mere matter of method. My system is based on his—though of course I have progressed rather further. He was a funny little man, a great dandy, but wonderfully clever.”",Arthur Hastings,Mary Cavendish
1,"“Like a good detective story myself,”",Evelyn Howard,Arthur Hastings
1,"“Lots of nonsense written, though. Criminal discovered in last chapter. Everyone dumbfounded. Real crime—you’d know at once.”",Evelyn Howard,Arthur Hastings
1,"“There have been a great number of undiscovered crimes,”",Arthur Hastings,Evelyn Howard
1,"“Don’t mean the police, but the people that are right in it. The family. You couldn’t really hoodwink them. They’d know.”",Evelyn Howard,Arthur Hastings
1,"“Then,”",Arthur Hastings,Evelyn Howard
1,"“you think that if you were mixed up in a crime, say a murder, you’d be able to spot the murderer right off?”",Arthur Hastings,Evelyn Howard
1,“Of course I should. Mightn’t be able to prove it to a pack of lawyers. But I’m certain I’d know. I’d feel it in my fingertips if he came near me.”,Evelyn Howard,Arthur Hastings
1,"“It might be a ‘she’,”",Arthur Hastings,Evelyn Howard
1,“Might. But murder’s a violent crime. Associate it more with a man.”,Evelyn Howard,Arthur Hastings
1,“Not in a case of poisoning.”,Mary Cavendish,Evelyn Howard
1,"“Dr. Bauerstein was saying yesterday that, owing to the general ignorance of the more uncommon poisons among the medical profession, there were probably countless cases of poisoning quite unsuspected.”",Mary Cavendish,Evelyn Howard
1,"“Why, Mary, what a gruesome conversation!”",Emily Inglethorp,Mary Cavendish
1,"“It makes me feel as if a goose were walking over my grave. Oh, there’s Cynthia!”",Emily Inglethorp,Mary Cavendish
1,"“Why, Cynthia, you are late to-day. This is Mr. Hastings—Miss Murdoch.”",Emily Inglethorp,Cynthia Murdoch
1,"“Sit down here on the grass, do. It’s ever so much nicer.”",Cynthia Murdoch,Arthur Hastings
1,"“You work at Tadminster, don’t you, Miss Murdoch?”",Arthur Hastings,Cynthia Murdoch
1,“For my sins.”,Cynthia Murdoch,Arthur Hastings
1,"“Do they bully you, then?”",Arthur Hastings,Cynthia Murdoch
1,“I should like to see them!”,Cynthia Murdoch,Arthur Hastings
1,"“I have got a cousin who is nursing,”",Arthur Hastings,Cynthia Murdoch
1,“And she is terrified of ‘Sisters’.”,Arthur Hastings,Cynthia Murdoch
1,"“I don’t wonder. Sisters are, you know, Mr. Hastings. They simp-ly are! You’ve no idea! But I’m not a nurse, thank heaven, I work in the dispensary.”",Cynthia Murdoch,Arthur Hastings
1,“How many people do you poison?”,Arthur Hastings,Cynthia Murdoch
1,"“Oh, hundreds!”",Cynthia Murdoch,Arthur Hastings
1,"“Cynthia,”",Emily Inglethorp,Cynthia Murdoch
1,“do you think you could write a few notes for me?”,Emily Inglethorp,Cynthia Murdoch
1,"“Certainly, Aunt Emily.”",Cynthia Murdoch,Emily Inglethorp
1,"“John will show you your room. Supper is at half-past seven. We have given up late dinner for some time now. Lady Tadminster, our Member’s wife—she was the late Lord Abbotsbury’s daughter—does the same. She agrees with me that one must set an example of economy. We are quite a war household; nothing is wasted here—every scrap of waste paper, even, is saved and sent away in sacks.”",Emily Inglethorp,Arthur Hastings
1,“Cynthia”,Emily Inglethorp,Cynthia Murdoch
1,"“Look here, Mary, there’s the deuce of a mess. Evie’s had a row with Alfred Inglethorp, and she’s off.”",John Cavendish,Mary Cavendish
1,“Evie? Off?”,Mary Cavendish,John Cavendish
1,"“Yes; you see she went to the mater, and—Oh,—here’s Evie herself.”",John Cavendish,Mary Cavendish
1,"“At any rate,”",Evelyn Howard,Mary Cavendish
1,“I’ve spoken my mind!”,Evelyn Howard,Mary Cavendish
1,"“My dear Evelyn,”",Mary Cavendish,Evelyn Howard
1,“this can’t be true!”,Mary Cavendish,Evelyn Howard
1,"“True enough! Afraid I said some things to Emily she won’t forget or forgive in a hurry. Don’t mind if they’ve only sunk in a bit. Probably water off a duck’s back, though. I said right out: ‘You’re an old woman, Emily, and there’s no fool like an old fool. The man’s twenty years younger than you, and don’t you fool yourself as to what he married you for. Money! Well, don’t let him have too much of it. Farmer Raikes has got a very pretty young wife. Just ask your Alfred how much time he spends over there.’ She was very angry. Natural! I went on, ‘I’m going to warn you, whether you like it or not. That man would as soon murder you in your bed as look at you. He’s a bad lot. You can say what you like to me, but remember what I’ve told you. He’s a bad lot!’”",Evelyn Howard,Mary Cavendish
1,“What did she say?”,Mary Cavendish,Evelyn Howard
1,“‘Darling Alfred’—‘dearest Alfred’—‘wicked calumnies’ —‘wicked lies’—‘wicked woman’—to accuse her ‘dear husband!’ The sooner I left her house the better. So I’m off.”,Evelyn Howard,Mary Cavendish
1,“But not now?”,Mary Cavendish,Evelyn Howard
1,“This minute!”,Evelyn Howard,Mary Cavendish
1,"“Mr. Hastings, you’re honest. I can trust you?”",Evelyn Howard,Arthur Hastings
1,"“Look after her, Mr. Hastings. My poor Emily. They’re a lot of sharks—all of them. Oh, I know what I’m talking about. There isn’t one of them that’s not hard up and trying to get money out of her. I’ve protected her as much as I could. Now I’m out of the way, they’ll impose upon her.”",Evelyn Howard,Arthur Hastings
1,"“Of course, Miss Howard,”",Arthur Hastings,Evelyn Howard
1,"“I’ll do everything I can, but I’m sure you’re excited and overwrought.”",Arthur Hastings,Evelyn Howard
1,"“Young man, trust me. I’ve lived in the world rather longer than you have. All I ask you is to keep your eyes open. You’ll see what I mean.”",Evelyn Howard,Arthur Hastings
1,"“Above all, Mr. Hastings, watch that devil—her husband!”",Evelyn Howard,Arthur Hastings
1,“Who is that?”,Arthur Hastings,John Cavendish
1,"“That’s Dr. Bauerstein,”",John Cavendish,Arthur Hastings
1,“And who is Dr. Bauerstein?”,Arthur Hastings,John Cavendish
1,"“He’s staying in the village doing a rest cure, after a bad nervous breakdown. He’s a London specialist; a very clever man—one of the greatest living experts on poisons, I believe.”",John Cavendish,Arthur Hastings
1,"“And he’s a great friend of Mary’s,”",Cynthia Murdoch,Arthur Hastings
1,"“Come for a stroll, Hastings. This has been a most rotten business. She always had a rough tongue, but there is no stauncher friend in England than Evelyn Howard.”",John Cavendish,Arthur Hastings
1,"“That’s a pretty girl,”",Arthur Hastings,John Cavendish
1,“That is Mrs. Raikes.”,John Cavendish,Arthur Hastings
1,“The one that Miss Howard——”,Arthur Hastings,John Cavendish
1,"“Exactly,”",John Cavendish,Arthur Hastings
1,"“Styles is really a glorious old place,”",Arthur Hastings,John Cavendish
1,"“Yes, it’s a fine property. It’ll be mine some day—should be mine now by rights, if my father had only made a decent will. And then I shouldn’t be so damned hard up as I am now.”",John Cavendish,Arthur Hastings
1,"“Hard up, are you?”",Arthur Hastings,John Cavendish
1,"“My dear Hastings, I don’t mind telling you that I’m at my wits’ end for money.”",John Cavendish,Arthur Hastings
1,“Couldn’t your brother help you?”,Arthur Hastings,John Cavendish
1,"“Lawrence? He’s gone through every penny he ever had, publishing rotten verses in fancy bindings. No, we’re an impecunious lot. My mother’s always been awfully good to us, I must say. That is, up to now. Since her marriage, of course——”",John Cavendish,Arthur Hastings
2,"“Such a charming invitation from Mrs. Rolleston. Lady Tadminster’s sister, you know. The Rollestons came over with the Conqueror—one of our oldest families.”",Emily Inglethorp,Arthur Hastings
2,“Nibs.”,Cynthia Murdoch,Nibs
2,“What a lot of bottles!”,Arthur Hastings,Cynthia Murdoch
2,“Do you really know what’s in them all?”,Arthur Hastings,Cynthia Murdoch
2,"“Say something original,”",Cynthia Murdoch,Arthur Hastings
2,“Every single person who comes up here says that. We are really thinking of bestowing a prize on the first individual who does not say: ‘What a lot of bottles!’ And I know the next thing you’re going to say is: ‘How many people have you poisoned?’”,Cynthia Murdoch,Arthur Hastings
2,"“If you people only knew how fatally easy it is to poison someone by mistake, you wouldn’t joke about it. Come on, let’s have tea. We’ve got all sorts of secret stores in that cupboard. No, Lawrence—that’s the poison cupboard. The big cupboard—that’s right.”",Cynthia Murdoch,Lawrence Cavendish
2,"“If you people only knew how fatally easy it is to poison someone by mistake, you wouldn’t joke about it. Come on, let’s have tea. We’ve got all sorts of secret stores in that cupboard. No, Lawrence—that’s the poison cupboard. The big cupboard—that’s right.”",Cynthia Murdoch,Arthur Hastings
2,"“Come in,”",Cynthia Murdoch,Nurse
2,“I’m not really here to-day.”,Nibs,Cynthia Murdoch
2,“This should have been sent up this morning.”,Cynthia Murdoch,Nurse
2,“Sister is very sorry. She forgot.”,Nurse,Cynthia Murdoch
2,“Sister should read the rules outside the door.”,Cynthia Murdoch,Nurse
2,"“So now it can’t be done until to-morrow,”",Cynthia Murdoch,Nurse
2,“Don’t you think you could possibly let us have it to-night?”,Nurse,Cynthia Murdoch
2,"“Well,”",Cynthia Murdoch,Nurse
2,"“we are very busy, but if we have time it shall be done.”",Cynthia Murdoch,Nurse
2,“Discipline must be maintained?”,Arthur Hastings,Cynthia Murdoch
2,“Exactly. Come out on our little balcony. You can see all the outside wards there.”,Cynthia Murdoch,Arthur Hastings
2,"“Nothing more to do, Nibs?”",Cynthia Murdoch,Nibs
2,“No.”,Nibs,Cynthia Murdoch
2,“All right. Then we can lock up and go.”,Cynthia Murdoch,Nibs
2,“Mon ami Hastings!”,Hercule Poirot,Arthur Hastings
2,“It is indeed mon ami Hastings!”,Hercule Poirot,Arthur Hastings
2,“Poirot!”,Arthur Hastings,Hercule Poirot
2,"“This is a very pleasant meeting for me, Miss Cynthia. This is my old friend, Monsieur Poirot, whom I have not seen for years.”",Arthur Hastings,Cynthia Murdoch
2,"“Oh, we know Monsieur Poirot,”",Cynthia Murdoch,Arthur Hastings
2,“But I had no idea he was a friend of yours.”,Cynthia Murdoch,Arthur Hastings
2,"“Yes, indeed,”",Hercule Poirot,Cynthia Murdoch
2,“I know Mademoiselle Cynthia. It is by the charity of that good Mrs. Inglethorp that I am here.”,Hercule Poirot,Cynthia Murdoch
2,"“Yes, my friend, she had kindly extended hospitality to seven of my countrypeople who, alas, are refugees from their native land. We Belgians will always remember her with gratitude.”",Hercule Poirot,Arthur Hastings
2,"“He’s a dear little man,”",Cynthia Murdoch,Arthur Hastings
2,“I’d no idea you knew him.”,Cynthia Murdoch,Arthur Hastings
2,"“You’ve been entertaining a celebrity unawares,”",Arthur Hastings,Cynthia Murdoch
2,"“Oh, it’s you,”",Emily Inglethorp,Cynthia Murdoch
2,"“Is there anything the matter, Aunt Emily?”",Cynthia Murdoch,Emily Inglethorp
2,"“Certainly not,”",Emily Inglethorp,Cynthia Murdoch
2,“What should there be?”,Emily Inglethorp,Cynthia Murdoch
2,"“Yes, m’m.”",Dorcas,Emily Inglethorp
2,"“Don’t you think, m’m, you’d better get to bed? You’re looking very tired.”",Dorcas,Emily Inglethorp
2,"“Perhaps you’re right, Dorcas—yes—no—not now. I’ve some letters I must finish by post-time. Have you lighted the fire in my room as I told you?”",Emily Inglethorp,Dorcas
2,"“Yes, m’m.”",Dorcas,Emily Inglethorp
2,“Then I’ll go to bed directly after supper.”,Emily Inglethorp,Dorcas
2,“Goodness gracious! I wonder what’s up?”,Cynthia Murdoch,Lawrence Cavendish
2,“Had a good walk with Dr. Bauerstein?”,Arthur Hastings,Mary Cavendish
2,"“I didn’t go,”",Mary Cavendish,Arthur Hastings
2,“Where is Mrs. Inglethorp?”,Mary Cavendish,Arthur Hastings
2,“In the boudoir.”,Arthur Hastings,Mary Cavendish
2,“Then you won’t show it to me?”,Mary Cavendish,Emily Inglethorp
2,"“My dear Mary, it has nothing to do with that matter.”",Emily Inglethorp,Mary Cavendish
2,“Then show it to me.”,Mary Cavendish,Emily Inglethorp
2,“I tell you it is not what you imagine. It does not concern you in the least.”,Emily Inglethorp,Mary Cavendish
2,"“Of course, I might have known you would shield him.”",Mary Cavendish,Emily Inglethorp
2,“I say! There’s been the most awful row! I’ve got it all out of Dorcas.”,Cynthia Murdoch,Arthur Hastings
2,“What kind of a row?”,Arthur Hastings,Cynthia Murdoch
2,“Between Aunt Emily and him. I do hope she’s found him out at last!”,Cynthia Murdoch,Arthur Hastings
2,"“Was Dorcas there, then?”",Arthur Hastings,Cynthia Murdoch
2,“Of course not. She ‘happened to be near the door’. It was a real old bust-up. I do wish I knew what it was all about.”,Cynthia Murdoch,Arthur Hastings
2,"“Aunt Emily will send him away, and will never speak to him again.”",Cynthia Murdoch,Arthur Hastings
2,"“Send my coffee in here, Mary,”",Emily Inglethorp,Mary Cavendish
2,“I’ve just five minutes to catch the post.”,Emily Inglethorp,Mary Cavendish
2,"“Do you young people want lights, or do you enjoy the twilight?”",Mary Cavendish,Cynthia Murdoch
2,"“Do you young people want lights, or do you enjoy the twilight?”",Mary Cavendish,Arthur Hastings
2,"“Will you take Mrs. Inglethorp her coffee, Cynthia? I will pour it out.”",Mary Cavendish,Cynthia Murdoch
2,"“Do not trouble, Mary,”",Alfred Inglethorp,Mary Cavendish
2,“I will take it to Emily.”,Alfred Inglethorp,Mary Cavendish
2,"“It’s almost too hot,”",Mary Cavendish,Cynthia Murdoch
2,“We shall have a thunderstorm.”,Mary Cavendish,Cynthia Murdoch
2,"“It’s almost too hot,”",Mary Cavendish,Arthur Hastings
2,“We shall have a thunderstorm.”,Mary Cavendish,Arthur Hastings
2,“Dr. Bauerstein!”,Cynthia Murdoch,Dr. Bauerstein
2,“What a funny time to come.”,Cynthia Murdoch,Dr. Bauerstein
2,"“What have you been doing, doctor?”",Mary Cavendish,Dr. Bauerstein
2,"“I must make my apologies,”",Dr. Bauerstein,Mary Cavendish
2,"“I did not really mean to come in, but Mr. Inglethorp insisted.”",Dr. Bauerstein,Mary Cavendish
2,"“Well, Bauerstein, you are in a plight,”",John Cavendish,Dr. Bauerstein
2,"“Have some coffee, and tell us what you have been up to.”",John Cavendish,Dr. Bauerstein
2,"“Thank you, I will.”",Dr. Bauerstein,John Cavendish
2,"“The sun soon dried me off,”",Dr. Bauerstein,John Cavendish
2,“but I’m afraid my appearance is very disreputable.”,Dr. Bauerstein,John Cavendish
2,"“Just carry up my despatch-case, will you, dear? I’m going to bed.”",Emily Inglethorp,Cynthia Murdoch
2,"“I’ll walk down to the village with you,”",Alfred Inglethorp,Dr. Bauerstein
2,“I must see our agent over those estate accounts.”,Alfred Inglethorp,Dr. Bauerstein
2,“No one need sit up. I will take the latch-key.”,Alfred Inglethorp,John Cavendish
3,“What’s the matter?”,Arthur Hastings,Lawrence Cavendish
3,“We are afraid my mother is very ill. She seems to be having some kind of fit. Unfortunately she has locked herself in.”,Lawrence Cavendish,Arthur Hastings
3,“I’ll come at once.”,Arthur Hastings,Lawrence Cavendish
3,“What do you think we had better do?”,John Cavendish,Lawrence Cavendish
3,"“Try going through Mr. Inglethorp’s room, sir,”",Dorcas,John Cavendish
3,"“Oh, the poor mistress!”",Dorcas,John Cavendish
3,"“Oh, dear, sir,”",Dorcas,John Cavendish
3,“what ever shall we do?”,Dorcas,John Cavendish
3,"“We must try and break the door in, I suppose. It’ll be a tough job, though. Here, let one of the maids go down and wake Baily and tell him to go for Dr. Wilkins at once. Now then, we’ll have a try at the door. Half a moment, though, isn’t there a door into Miss Cynthia’s rooms?”",John Cavendish,Dorcas
3,"“Yes, sir, but that’s always bolted. It’s never been undone.”",Dorcas,John Cavendish
3,"“Well, we might just see.”",John Cavendish,Dorcas
3,“No good. That’s bolted too. We must break in the door. I think this one is a shade less solid than the one in the passage.”,John Cavendish,Arthur Hastings
3,“No good. That’s bolted too. We must break in the door. I think this one is a shade less solid than the one in the passage.”,John Cavendish,Dorcas
3,“Better now—very sudden—stupid of me—to lock myself in.”,Emily Inglethorp,John Cavendish
3,“Better now—very sudden—stupid of me—to lock myself in.”,Emily Inglethorp,Arthur Hastings
3,“Better now—very sudden—stupid of me—to lock myself in.”,Emily Inglethorp,Dorcas
3,"“Poor Cynthia is quite frightened,”",Mary Cavendish,John Cavendish
3,"“Poor Cynthia is quite frightened,”",Mary Cavendish,Arthur Hastings
3,“Alfred—Alfred——”,Emily Inglethorp,Dr. Bauerstein
3,"“Ve—ry sad. Ve—ry sad,”",Dr. Wilkins,Dr. Bauerstein
3,"“Poor dear lady. Always did far too much—far too much—against my advice. I warned her. Her heart was far from strong. ‘Take it easy,’ I said to her, ‘Take—it—easy’. But no—her zeal for good works was too great. Nature rebelled. Na—ture—re—belled.”",Dr. Wilkins,Dr. Bauerstein
3,"“The convulsions were of a peculiar violence, Dr. Wilkins. I am sorry you were not here in time to witness them. They were quite—tetanic in character.”",Dr. Bauerstein,Dr. Wilkins
3,“Ah!”,Dr. Wilkins,Dr. Bauerstein
3,"“I should like to speak to you in private,”",Dr. Bauerstein,Dr. Wilkins
3,“You do not object?”,Dr. Bauerstein,John Cavendish
3,“Certainly not.”,John Cavendish,Dr. Bauerstein
3,“What is it? Why did Dr. Bauerstein seem so—peculiar?”,Mary Cavendish,Arthur Hastings
3,“Do you know what I think?”,Arthur Hastings,Mary Cavendish
3,“What?”,Mary Cavendish,Arthur Hastings
3,“Listen!”,Arthur Hastings,Mary Cavendish
3,“I believe she has been poisoned! I’m certain Dr. Bauerstein suspects it.”,Arthur Hastings,Mary Cavendish
3,“What?”,Mary Cavendish,Arthur Hastings
3,"“No, no—not that—not that!”",Mary Cavendish,Arthur Hastings
3,"“No, no—leave me. I’d rather be alone. Let me just be quiet for a minute or two. Go down to the others.”",Mary Cavendish,Arthur Hastings
3,“Where is Mr. Inglethorp?”,Arthur Hastings,Lawrence Cavendish
3,“Where is Mr. Inglethorp?”,Arthur Hastings,John Cavendish
3,“He’s not in the house.”,John Cavendish,Arthur Hastings
3,"“Mr. Cavendish, I should like your consent to a post-mortem.”",Dr. Wilkins,John Cavendish
3,“Is that necessary?”,John Cavendish,Dr. Wilkins
3,"“Absolutely,”",Dr. Bauerstein,John Cavendish
3,“You mean by that——?”,John Cavendish,Dr. Bauerstein
3,“That neither Dr. Wilkins nor myself could give a death certificate under the circumstances.”,Dr. Bauerstein,John Cavendish
3,"“In that case, I have no alternative but to agree.”",John Cavendish,Dr. Wilkins
3,"“Thank you,”",Dr. Wilkins,John Cavendish
3,“We propose that it should take place to-morrow night—or rather to-night.”,Dr. Wilkins,John Cavendish
3,"“Under the circumstances, I am afraid an inquest can hardly be avoided—these formalities are necessary, but I beg that you won’t distress yourselves.”",Dr. Wilkins,Dr. Bauerstein
3,"“Under the circumstances, I am afraid an inquest can hardly be avoided—these formalities are necessary, but I beg that you won’t distress yourselves.”",Dr. Wilkins,Arthur Hastings
3,"“Under the circumstances, I am afraid an inquest can hardly be avoided—these formalities are necessary, but I beg that you won’t distress yourselves.”",Dr. Wilkins,Lawrence Cavendish
3,"“Under the circumstances, I am afraid an inquest can hardly be avoided—these formalities are necessary, but I beg that you won’t distress yourselves.”",Dr. Wilkins,John Cavendish
3,"“These are the keys of the two rooms. I have locked them and, in my opinion, they would be better kept locked for the present.”",Dr. Wilkins,John Cavendish
3,"“John,”",Arthur Hastings,John Cavendish
3,“I am going to ask you something.”,Arthur Hastings,John Cavendish
3,“Well?”,John Cavendish,Arthur Hastings
3,“You remember my speaking of my friend Poirot? The Belgian who is here? He has been a most famous detective.”,Arthur Hastings,John Cavendish
3,“Yes.”,John Cavendish,Arthur Hastings
3,“I want you to let me call him in—to investigate this matter.”,Arthur Hastings,John Cavendish
3,“What—now? Before the post-mortem?”,John Cavendish,Arthur Hastings
3,"“Yes, time is an advantage if—if—there has been foul play.”",Arthur Hastings,John Cavendish
3,“Rubbish!”,Lawrence Cavendish,Arthur Hastings
3,"“In my opinion the whole thing is a mare’s nest of Bauerstein’s! Wilkins hadn’t an idea of such a thing, until Bauerstein put it into his head. But, like all specialists, Bauerstein’s got a bee in his bonnet. Poisons are his hobby, so of course he sees them everywhere.”",Lawrence Cavendish,John Cavendish
3,"“In my opinion the whole thing is a mare’s nest of Bauerstein’s! Wilkins hadn’t an idea of such a thing, until Bauerstein put it into his head. But, like all specialists, Bauerstein’s got a bee in his bonnet. Poisons are his hobby, so of course he sees them everywhere.”",Lawrence Cavendish,Arthur Hastings
3,"“I can’t feel as you do, Lawrence,”",John Cavendish,Lawrence Cavendish
3,"“I’m inclined to give Hastings a free hand, though I should prefer to wait a bit. We don’t want any unnecessary scandal.”",John Cavendish,Arthur Hastings
3,"“I’m inclined to give Hastings a free hand, though I should prefer to wait a bit. We don’t want any unnecessary scandal.”",John Cavendish,Lawrence Cavendish
3,"“No, no,”",Arthur Hastings,John Cavendish
3,“you need have no fear of that. Poirot is discretion itself.”,Arthur Hastings,John Cavendish
3,"“Very well, then, have it your own way. I leave it in your hands. Though, if it is as we suspect, it seems a clear enough case. God forgive me if I am wronging him!”",John Cavendish,Arthur Hastings
4,“My God! This is terrible! My poor wife! I have only just heard.”,Alfred Inglethorp,Arthur Hastings
4,“Where have you been?”,Arthur Hastings,Alfred Inglethorp
4,"“Denby kept me late last night. It was one o’clock before we’d finished. Then I found that I’d forgotten the latch-key after all. I didn’t want to arouse the household, so Denby gave me a bed.”",Alfred Inglethorp,Arthur Hastings
4,“How did you hear the news?”,Arthur Hastings,Alfred Inglethorp
4,“Wilkins knocked Denby up to tell him. My poor Emily! She was so self-sacrificing—such a noble character. She over-taxed her strength.”,Alfred Inglethorp,Arthur Hastings
4,"“I must hurry on,”",Arthur Hastings,Alfred Inglethorp
4,"“Wait, my friend, I will let you in, and you shall recount to me the affair whilst I dress.”",Hercule Poirot,Arthur Hastings
4,"“The mind is confused? Is it not so? Take time, mon ami. You are agitated; you are excited—it is but natural. Presently, when we are calmer, we will arrange the facts, neatly, each in his proper place. We will examine—and reject. Those of importance we will put on one side; those of no importance, pouf!”",Hercule Poirot,Arthur Hastings
4,“blow them away!”,Hercule Poirot,Arthur Hastings
4,"“That’s all very well,”",Arthur Hastings,Hercule Poirot
4,"“but how are you going to decide what is important, and what isn’t? That always seems the difficulty to me.”",Arthur Hastings,Hercule Poirot
4,"“Not so. Voyons! One fact leads to another—so we continue. Does the next fit in with that? A merveille! Good! We can proceed. This next little fact—no! Ah, that is curious! There is something missing—a link in the chain that is not there. We examine. We search. And that little curious fact, that possibly paltry little detail that will not tally, we put it here!”",Hercule Poirot,Arthur Hastings
4,“It is significant! It is tremendous!”,Hercule Poirot,Arthur Hastings
